Unnamed: 0,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q64_First Click,Q64_Last Click,Q64_Page Submit,Q64_Click Count,Q111_First Click,Q111_Last Click,Q111_Page Submit,Q111_Click Count,Q62_2,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Q93,Q94,Q98_First Click,Q98_Last Click,Q98_Page Submit,Q98_Click Count,Q106_First Click,Q106_Last Click,Q106_Page Submit,Q106_Click Count,Q103_First Click,Q103_Last Click,Q103_Page Submit,Q103_Click Count,Q107_1,Q107_2,Q107_3,Q107_4,Q108,Q109_First Click,Q109_Last Click,Q109_Page Submit,Q109_Click Count,Q23,Q23_15_TEXT,Q3,Q4,Q5,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q54_1,Q54_2,Q54_3,Q54_4,Q59,Q65_First Click,Q65_Last Click,Q65_Page Submit,Q65_Click Count,Q24,Q25,Q26,Q27,Q28,Q29,Q33,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,fdback_1,fdback_2,fdback_3,fdback_4,Q58,Q66_First Click,Q66_Last Click,Q66_Page Submit,Q66_Click Count,Q50,Q51,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q53_1,Q53_2,Q53_3,Q53_4,Q58.1,Q68_First Click,Q68_Last Click,Q68_Page Submit,Q68_Click Count,Q72_First Click,Q72_Last Click,Q72_Page Submit,Q72_Click Count,Q74,Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q80_First Click,Q80_Last Click,Q80_Page Submit,Q80_Click Count,Q82_First Click,Q82_Last Click,Q82_Page Submit,Q82_Click Count,Q83,Q84_First Click,Q84_Last Click,Q84_Page Submit,Q84_Click Count,Q86_First Click,Q86_Last Click,Q86_Page Submit,Q86_Click Count,Q88_First Click,Q88_Last Click,Q88_Page Submit,Q88_Click Count,Q89,Q90,Q91_First Click,Q91_Last Click,Q91_Page Submit,Q91_Click Count,Q99_1,Q99_2,Q99_3,Q99_4,Q100,Q101_First Click,Q101_Last Click,Q101_Page Submit,Q101_Click Count,Q124,Q55,Q69_First Click,Q69_Last Click,Q69_Page Submit,Q69_Click Count,Q119_First Click,Q119_Last Click,Q119_Page Submit,Q119_Click Count,qreg,showexamplan,show_stress,stress_A,stress_B,stress_C,stress_D,stress_E,stress_F,showdailyplan,showgrowthmindset,intro_A,intro_B,Create New Field or Choose From Dropdown...,modifiedsurvey,dailyplanemail,growthmindsetemail,examplanemail,stressemail
1309,2020-02-23 21:07:18,2020-02-23 21:13:05,IP Address,68,346,False,2020-02-24 01:13:34,R_2aIHGVoD9vAOMTK,,anonymous,EN,0.0,0.0,1.2229999999999999,0.0,,,,,5d255411e20fb199e944706f304782b23b2e95c3fc584ea2c26e80f99f88f801a29673c759104d576948874fadb4e8ce3e4263200ca45fc3539c3c006316f9ed,0.76,7.607,20.921,3.0,Neither Agree nor Disagree,Disagree,10.318,18.364,20.590999999999998,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not really, sometimes it works, sometime it sucks.",Work hard,132.92700000000002,164.106,168.16299999999998,2.0,good,"good, help me plan",good,good,Somewhat disagree,3.475,20.395,32.249,6.0,0.0,0.0,1.436,0.0,"Cause during the process of studying, our brain gets training.",9.831,27.824,28.281,3.0,0.0,0.0,1.633,0.0,0.0,0.0,1.608,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,,toacknowledgexamisdone,,yes,,yes
1310,2020-02-24 09:28:31,2020-02-24 09:29:25,IP Address,70,53,False,2020-02-24 13:29:33,R_CZyzlyZhQDUwVmp,,anonymous,EN,,,,,0.0,0.0,3.667,0.0,77d910b41d369aea8c2588b6eb58e635724641ddf8b5b168d2496ef8c6abadc6761e35bcd5366224130c2999f1a4ffc13698db36a8154a444fab1d2a9ae9c554,1.57,11.341,22.533,3.0,Somewhat Agree,Disagree,4.04,22.79,23.87,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,,toacknowledgexamisdone,,,,yes
1315,2020-02-27 21:19:52,2020-02-27 21:22:57,IP Address,100,185,True,2020-02-27 21:22:58,R_W7KyQPACnL17fLr,,anonymous,EN,0.0,0.0,20.638,0.0,,,,,9aa7147fbd552378e42eabb63067b3047f7377063bce29b2d413b525f5177a3048d5afcd6e99fd72ae0fe93b5561c43c526f6c139198f20e5551a9bb5b899986,1.858,1.858,21.01,1.0,Somewhat Agree,Somewhat Disagree,3.835,6.393,7.375,2.0,0.0,0.0,18.230999999999998,0.0,0.0,0.0,11.962,0.0,,,,,Mostly Agree,7.157,7.157,8.795,1.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Working with other students,Office Hours,Worksheets from Rehearse/Lecture",,,,,7.642,21.561,37.6,6.0,good,if I did it when studying,I did it after the midterm. oops,just like this in giving studying help,Somewhat agree,4.15,44.407,45.07899999999999,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slightly Agree,,4.2139999999999995,4.2139999999999995,5.752999999999999,1.0,0.0,0.0,2.013,0.0,,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,no,,toacknowledgexamisdone,,,yes,
1317,2020-02-28 13:34:53,2020-02-28 13:35:49,IP Address,32,55,False,2020-02-28 17:36:22,R_2VPkNAL7WyN2idS,,anonymous,EN,0.0,0.0,2.185,0.0,,,,,f7755ec883873dabc20373fd9e7c7be11fe2e0916dd54a5e8f25887e94bf6419658dfa08ccbf85e24801d3e8742d5269b5a88ac88420683a6b4846e37f4cf126,0.851,0.851,16.128,1.0,Neither Agree nor Disagree,Neither Agree nor Disagree,1.5230000000000001,2.35,5.611000000000001,2.0,0.0,0.0,6.477,0.0,0.0,0.0,5.962000000000001,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,,toacknowledgexamisdone,no,yes,,no
1320,2020-02-29 21:47:05,2020-02-29 21:47:26,IP Address,10,21,False,2020-03-01 01:47:40,R_1iqBryQ9PftlhMy,,anonymous,EN,0.0,0.0,1.99,0.0,,,,,67a06ebc22351e00a63dd9e409a25b6f991f6c6c7c1eae510970c9ff6c1061e81bca7505d167bc2689dcf80cfe5c8cf30e26974667d1f0b0f1815208c2bddde3,1.325,14.877,17.753,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,,toacknowledgexamisdone,no,,,no
1322,2020-03-01 21:12:02,2020-03-01 21:12:19,IP Address,10,17,False,2020-03-02 01:12:48,R_1HaZdtlcU2lXUyt,,anonymous,EN,0.0,0.0,2.888,0.0,,,,,92d235b555cf723b3af7da15fb5b9e6cba4eec1fa29dd0c2f223a94a3e479320c1814cd8af521b12e242985de8e1a84eaa060460f4827581b8442caedee9a652,2.988,11.408,13.104000000000001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,,toacknowledgexamisdone,no,,no,no
1323,2020-03-04 16:34:08,2020-03-04 16:41:00,IP Address,100,411,True,2020-03-04 16:41:00,R_3NCniSKRFW831vE,,anonymous,EN,,,,,0.0,0.0,1.653,0.0,a661a727f643524a70cb4214b4aa6fbafcb2ff0144810176937ea6764cb59983385b5dc91ac0fc30142af3843b17647a829bd759fd8742c7a0b4f90146242744,1.0170000000000001,12.235,35.05,3.0,Neither Agree nor Disagree,Somewhat Disagree,1.535,13.262,14.159,4.0,0.591,0.591,3.36,1.0,0.439,3.622,7.1339999999999995,4.0,Good,It will be useful,,With my study,Somewhat Agree,0.608,61.315,67.487,12.0,,,,,,,,,,,,,,,,,,,8 hours. Work on the course that will be tested early.,Progress in the last 24 hours,Read the slides. It was useful.,,,,,2.3930000000000002,108.339,129.071,24.0,Good,It will be useful.,,Study,Somewhat agree,0.797,63.604,64.667,13.0,,,0.0,0.0,2.156,0.0,Good,It is useful,,Study,Somewhat agree,3.238,14.439,15.72,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat Agree,,7.38,7.38,9.109,1.0,1.49,50.503,51.49,6.0,,no,yes,yes,no,no,no,no,no,yes,no,no,yes,,toacknowledgexamisdone,yes,,,yes
1324,2020-03-05 20:00:05,2020-03-05 20:00:54,IP Address,41,49,False,2020-03-06 00:01:54,R_uqBDp9pE837xjO1,,anonymous,EN,0.0,0.0,1.7719999999999998,0.0,,,,,a10d3e5baed9e0c966f83e5293f451882049e5abe3bc3675d078077415905e0b440f953fa39ff017cad99738dc66dc305384b4e388d5ab8afc79b4075b17ec64,1.565,1.565,22.756,1.0,Somewhat Disagree,Somewhat Disagree,12.800999999999998,18.982,20.174,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,yes,no,no,no,no,yes,yes,yes,no,,toacknowledgexamisdone,yes,yes,,
1325,2020-03-06 14:56:47,2020-03-06 14:57:32,IP Address,80,45,False,2020-03-06 18:57:48,R_2RVW02INFVSOG7L,,anonymous,EN,,,,,0.0,0.0,2.09,0.0,6c03f762846fdea857385347a025349677539cadf2ef963ac2416f3eb5c4a1cb41c55e35b6f27b78cc6db1a919ad99efae996ed3262a408e47834c6585b74f89,1.189,6.935,15.495999999999999,2.0,Somewhat Agree,Disagree,6.686,15.720999999999998,16.265,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,8.048,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,,toacknowledgexamisdone,,,,no
1326,2020-03-10 14:18:52,2020-03-10 14:22:58,IP Address,100,245,True,2020-03-10 14:22:58,R_pFQYMoUQt9te0kp,,anonymous,EN,0.0,0.0,10.779000000000002,0.0,,,,,73ecdbd588cb27060a59024d2d9dbc603868c9b760a4ef99637dd35d258d8f5c2eddd89ed56b7343ddaa696922a54f68f9f69563f7da13a7da6325ff33770e36,32.746,32.746,42.928000000000004,1.0,Somewhat Agree,Somewhat Disagree,5.686,7.641,8.584,2.0,0.0,0.0,2.286,0.0,0.0,0.0,1.9580000000000002,0.0,good,tips,practicing,coding,Neither Agree nor Disagree,2.347,33.545,34.035,7.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Videos on PCRS,Piazza discussion board,Worksheets from Rehearse/Lecture,Other resources",textbook,"'- clears up previous misconceptions
- clears up previous misconceptions
- clears up previous misconceptions
- clears up previous misconceptions
- clears up previous misconceptions
- reminds of new situations
- teaches new situations",reviewing,'@ home,2.585,82.448,85.226,15.0,good,think about studying,studying,-,Neither agree nor disagree,2.279,18.663,19.766,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.3209999999999997,0.0,ok,not feel alone,-,-,Slightly disagree,1.939,13.130999999999998,14.213,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,,3.6710000000000003,3.6710000000000003,5.296,1.0,0.0,0.0,4.2,0.0,,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,,toacknowledgexamisdone,,,no,no
1327,2020-03-10 16:12:39,2020-03-10 16:13:19,IP Address,10,40,False,2020-03-10 20:13:45,R_3PZh3zhWxE9KGDZ,,anonymous,EN,,,,,0.0,0.0,7.063,0.0,2937eaae4dde5171c683186da4deb29b9dab57dbbee5d53330e000f60af427292dac0501b9ad0cb8a8fae98f60443ccbf3353cb69ce8e493d75b65afb77fe424,4.462,17.423,30.983,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,yes,no,no,yes,no,no,no,no,no,yes,,toacknowledgexamisdone,,,,yes
1328,2020-03-15 14:41:49,2020-03-15 14:44:35,IP Address,100,165,True,2020-03-15 14:44:36,R_2QzltP8nzvUsnEv,,anonymous,EN,,,,,0.0,0.0,8.335,0.0,2537b050217b003e8a0fb72592835fd2fa7cca6c38b57212945ee4277e6f9199f47613b6fa4a4542fdea14ba6d18f22bcfd789e72129ff7c3338c2986baebba0,1.272,10.847999999999999,20.932,4.0,Neither Agree nor Disagree,Disagree,8.807,14.323,15.117,2.0,0.0,0.0,1.8530000000000002,0.0,0.0,0.0,3.054,0.0,,,,,Slightly Agree,4.718,20.674,22.013,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.6219999999999999,0.0,its useful,The stress perception activity can make people realize their level of stress.,,,Neither agree nor disagree,12.088,22.930999999999997,63.659,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,,9.152000000000001,9.152000000000001,11.985,1.0,0.0,0.0,8.142000000000001,0.0,,no,yes,yes,no,no,no,no,no,no,no,no,yes,,toacknowledgexamisdone,,,,no
1329,2020-03-15 14:44:55,2020-03-15 14:45:20,IP Address,10,25,False,2020-03-15 18:46:59,R_x56P4y8KtRZKFIB,,anonymous,EN,,,,,0.0,0.0,2.725,0.0,2537b050217b003e8a0fb72592835fd2fa7cca6c38b57212945ee4277e6f9199f47613b6fa4a4542fdea14ba6d18f22bcfd789e72129ff7c3338c2986baebba0,2.536,12.437000000000001,19.455,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,,toacknowledgexamisdone,yes,,no,no
1331,2020-03-16 17:58:11,2020-03-16 18:08:46,IP Address,100,635,True,2020-03-16 18:08:46,R_2DTWueQ730zeSXO,,anonymous,EN,,,,,1.746,2.211,3.1060000000000003,2.0,5545d3cca5f84b825b74e7c87f863b56e4ceaed5046f93f02dd08115b2071d6b38dd7145fac3fe948bea228299296205c94de01670700e692ee9ce490b0aa064,1.327,24.605999999999998,45.006,3.0,Neither Agree nor Disagree,Agree,4.694,16.721,17.368,4.0,0.885,1.436,1.903,2.0,0.575,7.885,10.189,3.0,self testing,yes,it like an exercise,i think it do not be improved,Slightly Agree,9.905,64.20100000000001,64.672,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stress push me to study hard,Remenber start review as quick as u can,1.7990000000000002,32.029,63.17100000000001,9.0,,,,,,1.202,3.135,3.783,3.0,0.642,1.165,1.7990000000000002,2.0,I think if we learn a new skill，practice is very important to help us remember and use,0.321,8.847000000000001,62.141000000000005,4.0,0.654,0.654,2.097,1.0,0.0,0.0,1.483,0.0,It really helpful,17.355999999999998,17.355999999999998,28.304000000000002,1.0,0.5820000000000001,0.5820000000000001,1.7530000000000001,1.0,0.0,0.0,0.46299999999999997,0.0,Just be clam down and try my best,I don’t know sorry,1.453,36.372,52.516000000000005,7.0,,,,,Neither Agree nor Disagree,2.104,14.957,15.975999999999999,5.0,Slightly Agree,It too long ,7.207999999999999,10.659,20.291,4.0,3.832,3.832,5.52,1.0,,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,,toacknowledgexamisdone,,yes,,yes
1332,2020-03-16 18:11:31,2020-03-16 18:13:03,IP Address,100,91,True,2020-03-16 18:13:03,R_da6aRX08LyXOeiZ,,anonymous,EN,,,,,0.0,0.0,1.5490000000000002,0.0,5ecf46cdc40194f6db48fe5140bdba53c8d84004c4ad17efb6d85e3812af724fecf62bfb6d17612422f4da0c006347e01854650c816ba93b03380d5fca7d3f7a,1.11,10.425999999999998,20.912,3.0,Somewhat Agree,Neither Agree nor Disagree,0.98,1.5919999999999999,2.839,2.0,0.0,0.0,1.5330000000000001,0.0,0.0,0.0,1.462,0.0,,,,,Slightly Agree,1.337,1.337,3.398,1.0,,,,,,,,,,,,,,,,,,,,Goals for the next 24 hours,,,,,,1.075,1.075,2.4219999999999997,1.0,,,,,Somewhat agree,0.6559999999999999,0.6559999999999999,1.421,1.0,,,,,,,,,,,,,,,,0.0,0.0,1.052,0.0,practice makes perfect,7.2379999999999995,7.832000000000001,21.639,2.0,0.0,0.0,1.155,0.0,0.0,0.0,0.705,0.0,,2.467,10.295,10.3,2.0,0.0,0.0,0.889,0.0,0.0,0.0,0.637,0.0,,,2.387,2.387,2.3890000000000002,1.0,,,,,Slightly Agree,1.47,1.47,2.175,1.0,Somewhat Disagree,,2.0180000000000002,2.0180000000000002,2.8310000000000004,1.0,0.0,0.0,0.9740000000000001,0.0,,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,,toacknowledgexamisdone,no,no,,
1333,2020-03-16 18:17:41,2020-03-16 18:20:02,IP Address,100,140,True,2020-03-16 18:20:02,R_22yRyWlJlYiltqm,,anonymous,EN,0.601,0.601,1.117,1.0,,,,,4747fcc2edbee7b6320c563f019e45f167e3ae8e7d3eafe830a953e2870cdeb85d0f27d9d7353e8bf43c3d6e0edc163e342c96af1f34b973b2a1776c2210612e,0.762,8.012,10.597999999999999,3.0,Strongly Disagree,Strongly Disagree,1.673,3.342,3.819,4.0,0.8140000000000001,0.8140000000000001,1.212,1.0,0.402,0.402,1.369,1.0,good,goodgood,goodgoodgood,goodgood,Strongly Disagree,1.266,26.311999999999998,26.665,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nope,dont know,0.7290000000000001,8.922,9.201,6.0,bad ,bad,badbad ,bad ,Strongly disagree,0.49700000000000005,13.945,14.357000000000001,8.0,0.494,0.742,1.158,2.0,dont know,0.406,5.317,11.21,4.0,0.509,0.767,1.253,2.0,0.0,0.0,0.491,0.0,no idea,0.435,0.435,4.213,1.0,0.479,0.723,1.156,2.0,0.0,0.0,0.37799999999999995,0.0,no idea ,no thought ,0.556,14.293,14.655,5.0,good ,good ,good ,good ,Strongly Disagree,0.593,9.377,10.167,7.0,Strongly Disagree,oo,0.473,1.65,5.1080000000000005,3.0,0.877,0.877,8.94,1.0,,no,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,,toacknowledgexamisdone,,yes,,no
1334,2020-03-16 18:15:52,2020-03-16 18:20:52,IP Address,100,300,True,2020-03-16 18:20:52,R_2Eioy9EISDe5qoU,,anonymous,EN,,,,,1.814,1.814,2.0269999999999997,1.0,40641e8ce66a21feb042dd537eee7f06e19ea6f32374c8e20e56c2dc9163eb45f67c4d4ba6ce6aab7534bb840d561cc186a81786e1fb0d48daab4b339e086240,1.319,38.308,39.086,5.0,Strongly Agree,Somewhat Disagree,1.944,8.58,8.934,7.0,0.7020000000000001,0.7020000000000001,1.661,1.0,0.0,0.0,1.723,0.0,good,give me some useful information,no it is good,time management,Strongly Agree,1.112,24.035999999999998,24.723000000000003,4.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Working with other students",,past midterm can let me have good time management in the exam and the pcrs question can help me check the understanding with the knowlege,working with others to discuss the past midterms and the PCRS questions,"everyday after csc lecture, in the library, until diner",4.538,81.931,98.869,22.0,good,help me do the time management,can be more specific,a time table,Strongly agree,0.684,35.486999999999995,36.1,10.0,,,,,,,,,,,,,,,,,,,,,dont be too nervous ,"you are good,  dont be worry",2.313,57.923,58.185,17.0,good ,make me more confident,no it is good,good,Strongly agree,0.7909999999999999,12.994000000000002,13.886,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly Agree,,1.2990000000000002,1.979,3.9939999999999998,2.0,0.693,0.693,3.095,1.0,,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,,toacknowledgexamisdone,,,no,no
1335,2020-03-16 18:16:40,2020-03-16 18:31:18,IP Address,100,878,True,2020-03-16 18:31:19,R_1rHYFP5e72gCqB9,,anonymous,EN,0.0,0.0,9.275,0.0,,,,,f2b49d41474296d8f254c641908a6349268eac08dd83021fe2a91ee7a5a7169d72d0c2bd892f59b7b7b583e88597f313ecdb044745d9ee8ffe04dbc1c99b5ee0,2.947,12.363,36.311,4.0,Agree,Disagree,12.432,22.401,22.68,3.0,0.0,0.0,1.341,0.0,0.0,0.0,1.4780000000000002,0.0,,,,,,0.0,0.0,1.248,0.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS,Videos on PCRS,Working with other students,Worksheets from Rehearse/Lecture",,Because they are useful,"Repeatly review what we have learned in the video is the most helpful thing, and writing the past exams are also effective.",Go to the library with my friends and study for cs 2 hours a day,5.085,185.924,213.977,11.0,Great,Great,Great,Great,Mostly agree,10.325999999999999,24.39,25.088,5.0,3 hours in the library everyday to study cs,Reflecting on stress and emotions,,,,Listening to music helps me reduce a lot of stress,,2.9,144.589,146.856,12.0,,,,,,1.4369999999999998,1.4369999999999998,2.614,1.0,,,2.676,2.676,3.819,1.0,It is great,It helps me reduce pressure,I might forget the tips at vital times,I would like it ro help to improve my ways of study,Mostly agree,1.706,82.074,82.82700000000001,6.0,0.0,0.0,3.883,0.0,One with intelligence will be more sucessful if he or she works hard,1.949,42.18899999999999,42.585,2.0,0.0,0.0,1.56,0.0,0.0,0.0,1.163,0.0,Dont be lazy,0.943,28.326999999999998,30.399,2.0,0.0,0.0,1.161,0.0,0.0,0.0,0.611,0.0,"We have to work hard to overcome the challenge, there is no easy way in the path of studying.",I would ask others for help and get advise from them. Then I can learn from others and relif my pressure at the same time,0.875,83.971,164.351,2.0,great,great,great,great,Mostly Agree,2.282,14.53,15.082,5.0,Mostly Agree,Why is it showing a same page multiple times,5.018,5.978,28.217,2.0,1.268,4.9319999999999995,21.284000000000002,2.0,,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,,toacknowledgexamisdone,yes,no,yes,yes
1336,2020-03-16 18:28:31,2020-03-16 18:32:52,IP Address,100,261,True,2020-03-16 18:32:52,R_1gisljM7SDe8Y5b,,anonymous,EN,,,,,0.0,0.0,7.412999999999999,0.0,06a28950525594558834ce2236c10cde96454579affa6aa9a734eda27698e14b5a34ff8a4ddbea742d63fe2f971c8bdb5ba4260727e4871a68e164d4d3bb91a2,5.607,14.383,23.986,4.0,Neither Agree nor Disagree,Neither Agree nor Disagree,2.037,3.7880000000000003,5.148,3.0,0.0,0.0,1.2790000000000001,0.0,0.0,0.0,1.41,0.0,good,good,good,good,Neither Agree nor Disagree,1.7590000000000001,7.091,8.24,5.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS",,good,good,good,5.229,16.174,16.899,7.0,good,good,good,good,Neither agree nor disagree,1.594,5.046,6.169,5.0,,,,,,,,,,,,,,,,,,,,,,good,3.2110000000000003,3.2110000000000003,5.35,1.0,good,good,good,good,Neither agree nor disagree,1.112,5.789,7.2,6.0,0.0,0.0,2.14,0.0,"the tiny connections in the brain multiply and get stronger, and I get smarter. ",1.95,25.601999999999997,29.038,6.0,0.0,0.0,2.228,0.0,0.0,0.0,1.367,0.0,I will use my brain as more as possible,11.574000000000002,11.574000000000002,26.641,1.0,0.0,0.0,1.168,0.0,0.0,0.0,1.05,0.0,I will use my brain as much as possible,I will use my brain as much as possible,1.124,62.773999999999994,65.8,6.0,good,good,good,good,Neither Agree nor Disagree,3.105,12.450999999999999,14.200999999999999,7.0,Neither Agree nor Disagree,good,1.02,3.3310000000000004,4.038,3.0,2.867,2.867,5.033,1.0,,yes,yes,no,no,yes,no,no,yes,no,yes,no,yes,,toacknowledgexamisdone,,no,yes,yes
1337,2020-03-16 18:33:21,2020-03-16 18:34:59,IP Address,100,98,True,2020-03-16 18:34:59,R_AtINBeJ5rczllQZ,,anonymous,EN,0.0,0.0,2.045,0.0,,,,,06a28950525594558834ce2236c10cde96454579affa6aa9a734eda27698e14b5a34ff8a4ddbea742d63fe2f971c8bdb5ba4260727e4871a68e164d4d3bb91a2,4.198,10.378,21.948,3.0,Neither Agree nor Disagree,Neither Agree nor Disagree,1.161,1.844,2.7030000000000003,2.0,0.0,0.0,4.591,0.0,0.0,0.0,3.281,0.0,good,good,good,good,Neither Agree nor Disagree,1.76,6.178999999999999,7.18,6.0,"Past midterms,Prepare exercises on PCRS,Perform exercises on PCRS",,good,good,good,1.423,7.949,8.767000000000001,7.0,good,good,good,good,Neither agree nor disagree,0.953,4.5680000000000005,5.855,5.0,10,Goals for the next 24 hours,,good,,,good,0.9690000000000001,14.378,16.09,6.0,good,good,good,good,Neither agree nor disagree,1.778,5.062,6.726,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,good,1.068,2.108,3.873,2.0,1.008,1.008,4.4030000000000005,1.0,,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,,toacknowledgexamisdone,yes,,yes,
1338,2020-03-16 18:35:57,2020-03-16 18:37:45,IP Address,100,107,True,2020-03-16 18:37:45,R_2V1SdR3zZvhGk9t,,anonymous,EN,0.0,0.0,40.348,0.0,,,,,06a28950525594558834ce2236c10cde96454579affa6aa9a734eda27698e14b5a34ff8a4ddbea742d63fe2f971c8bdb5ba4260727e4871a68e164d4d3bb91a2,1.187,7.506,18.594,4.0,Neither Agree nor Disagree,Neither Agree nor Disagree,0.981,1.639,2.782,2.0,0.0,0.0,1.936,0.0,0.0,0.0,8.377,0.0,good,good,good,good,Neither Agree nor Disagree,1.09,5.1339999999999995,6.65,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,good,,3.2969999999999997,3.2969999999999997,5.023,1.0,good,good,good,good,Neither agree nor disagree,1.1440000000000001,8.32,8.503,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither Agree nor Disagree,good,1.1520000000000001,2.8289999999999997,4.345,3.0,1.295,1.295,2.576,1.0,,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,,toacknowledgexamisdone,,,,no
